Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume
2022/6/30, 03:09:00.0, 3781.50, 3782.25, 3780.25, 3782.00, 346, 306, 3781.50, 3781.50, 3781.25, 190, 156
2022/6/30, 03:10:00.0, 3781.75, 3781.75, 3780.00, 3780.75, 249, 236, 3781.06, 3780.83, 3780.88, 154, 95
2022/6/30, 03:11:00.0, 3780.75, 3782.75, 3780.50, 3782.25, 266, 237, 3781.56, 3781.83, 3781.63, 98, 168
2022/6/30, 03:12:00.0, 3782.50, 3782.75, 3780.50, 3781.25, 231, 198, 3781.75, 3781.50, 3781.63, 141, 90
2022/6/30, 03:13:00.0, 3781.00, 3782.00, 3780.75, 3781.75, 231, 195, 3781.38, 3781.50, 3781.38, 138, 93
2022/6/30, 03:14:00.0, 3781.50, 3783.25, 3781.50, 3783.00, 443, 362, 3782.31, 3782.58, 3782.38, 195, 248
2022/6/30, 03:15:00.0, 3782.75, 3783.75, 3782.00, 3782.75, 582, 412, 3782.81, 3782.83, 3782.88, 387, 195
2022/6/30, 03:16:00.0, 3782.75, 3783.00, 3781.25, 3781.25, 270, 213, 3782.06, 3781.83, 3782.13, 124, 146
2022/6/30, 03:17:00.0, 3781.50, 3782.00, 3780.50, 3781.00, 278, 244, 3781.25, 3781.17, 3781.25, 179, 99
2022/6/30, 03:18:00.0, 3781.00, 3781.00, 3779.25, 3779.75, 309, 209, 3780.25, 3780.00, 3780.13, 233, 76
2022/6/30, 03:19:00.0, 3779.75, 3779.75, 3778.00, 3778.00, 385, 325, 3778.88, 3778.58, 3778.88, 234, 151
2022/6/30, 03:20:00.0, 3778.00, 3778.50, 3777.25, 3777.75, 409, 293, 3777.88, 3777.83, 3777.88, 217, 192
2022/6/30, 03:21:00.0, 3777.50, 3778.25, 3777.25, 3777.50, 134, 124, 3777.63, 3777.67, 3777.75, 64, 70
2022/6/30, 03:22:00.0, 3777.75, 3779.00, 3777.00, 3779.00, 201, 168, 3778.19, 3778.33, 3778.00, 77, 124
2022/6/30, 03:23:00.0, 3778.75, 3781.00, 3778.75, 3780.00, 414, 352, 3779.63, 3779.92, 3779.88, 169, 245
2022/6/30, 03:24:00.0, 3779.75, 3779.75, 3777.25, 3777.50, 263, 228, 3778.56, 3778.17, 3778.50, 155, 108
2022/6/30, 03:25:00.0, 3777.50, 3778.75, 3777.25, 3777.50, 163, 143, 3777.75, 3777.83, 3778.00, 91, 72
2022/6/30, 03:26:00.0, 3777.50, 3777.50, 3775.25, 3776.50, 528, 409, 3776.69, 3776.42, 3776.38, 308, 220
2022/6/30, 03:27:00.0, 3776.50, 3779.00, 3776.25, 3778.00, 842, 537, 3777.44, 3777.75, 3777.63, 389, 453
2022/6/30, 03:28:00.0, 3777.75, 3778.25, 3777.00, 3777.00, 243, 192, 3777.50, 3777.42, 3777.63, 104, 139
2022/6/30, 03:29:00.0, 3777.25, 3777.50, 3775.75, 3776.50, 431, 292, 3776.75, 3776.58, 3776.63, 247, 184
2022/6/30, 03:30:00.0, 3776.25, 3777.00, 3775.50, 3775.75, 669, 423, 3776.13, 3776.08, 3776.25, 346, 323
2022/6/30, 03:31:00.0, 3776.00, 3779.00, 3775.50, 3778.75, 801, 477, 3777.31, 3777.75, 3777.25, 345, 456
2022/6/30, 03:32:00.0, 3778.50, 3778.50, 3777.25, 3777.50, 536, 372, 3777.94, 3777.75, 3777.88, 296, 240
2022/6/30, 03:33:00.0, 3777.75, 3778.00, 3776.00, 3776.25, 559, 369, 3777.00, 3776.75, 3777.00, 289, 270
2022/6/30, 03:34:00.0, 3776.25, 3776.25, 3774.50, 3775.25, 378, 298, 3775.56, 3775.33, 3775.38, 214, 164
2022/6/30, 03:35:00.0, 3775.25, 3775.75, 3774.00, 3775.00, 370, 275, 3775.00, 3774.92, 3774.88, 157, 213
2022/6/30, 03:36:00.0, 3774.75, 3775.75, 3774.00, 3775.50, 203, 183, 3775.00, 3775.08, 3774.88, 129, 74
2022/6/30, 03:37:00.0, 3775.25, 3775.50, 3773.75, 3775.00, 184, 167, 3774.88, 3774.75, 3774.63, 100, 84
2022/6/30, 03:38:00.0, 3774.75, 3784.50, 3774.50, 3783.75, 4447, 3374, 3779.38, 3780.92, 3779.50, 1881, 2566
2022/6/30, 03:39:00.0, 3784.00, 3784.50, 3781.00, 3782.25, 1213, 946, 3782.94, 3782.58, 3782.75, 618, 595
2022/6/30, 03:40:00.0, 3782.25, 3782.50, 3778.25, 3781.25, 962, 778, 3781.06, 3780.67, 3780.38, 491, 471
2022/6/30, 03:41:00.0, 3781.50, 3784.50, 3781.50, 3784.00, 522, 426, 3782.88, 3783.33, 3783.00, 219, 303
2022/6/30, 03:42:00.0, 3784.00, 3786.75, 3782.75, 3786.50, 644, 563, 3785.00, 3785.33, 3784.75, 239, 405
2022/6/30, 03:43:00.0, 3786.25, 3786.25, 3783.25, 3783.50, 540, 402, 3784.81, 3784.33, 3784.75, 313, 227
2022/6/30, 03:44:00.0, 3783.25, 3785.75, 3781.75, 3785.00, 1101, 911, 3783.94, 3784.17, 3783.75, 494, 607
2022/6/30, 03:45:00.0, 3785.00, 3785.50, 3783.50, 3784.00, 241, 219, 3784.50, 3784.33, 3784.50, 140, 101
2022/6/30, 03:46:00.0, 3783.75, 3783.75, 3781.25, 3781.25, 416, 277, 3782.50, 3782.08, 3782.50, 205, 211
2022/6/30, 03:47:00.0, 3781.25, 3782.75, 3781.00, 3781.50, 447, 312, 3781.63, 3781.75, 3781.88, 263, 184
2022/6/30, 03:48:00.0, 3781.50, 3781.50, 3778.25, 3778.75, 587, 450, 3780.00, 3779.50, 3779.88, 336, 251
2022/6/30, 03:49:00.0, 3778.50, 3779.25, 3777.00, 3778.50, 402, 342, 3778.31, 3778.25, 3778.13, 230, 172
2022/6/30, 03:50:00.0, 3778.50, 3779.25, 3777.25, 3779.25, 433, 315, 3778.56, 3778.58, 3778.25, 188, 245
2022/6/30, 03:51:00.0, 3778.75, 3780.00, 3778.25, 3779.25, 998, 633, 3779.06, 3779.17, 3779.13, 543, 455
2022/6/30, 03:52:00.0, 3779.25, 3780.25, 3778.25, 3778.50, 360, 226, 3779.06, 3779.00, 3779.25, 205, 155
2022/6/30, 03:53:00.0, 3778.50, 3779.50, 3778.50, 3779.50, 167, 133, 3779.00, 3779.17, 3779.00, 70, 97
2022/6/30, 03:54:00.0, 3779.75, 3780.00, 3779.00, 3779.25, 119, 112, 3779.50, 3779.42, 3779.50, 58, 61
2022/6/30, 03:55:00.0, 3779.25, 3780.50, 3779.00, 3780.00, 355, 241, 3779.69, 3779.83, 3779.75, 141, 214
2022/6/30, 03:56:00.0, 3779.75, 3780.25, 3779.00, 3779.00, 423, 217, 3779.50, 3779.42, 3779.63, 264, 159
2022/6/30, 03:57:00.0, 3779.25, 3779.50, 3779.00, 3779.50, 218, 126, 3779.31, 3779.33, 3779.25, 107, 111
2022/6/30, 03:58:00.0, 3779.25, 3779.50, 3777.75, 3778.00, 249, 197, 3778.63, 3778.42, 3778.63, 180, 69
2022/6/30, 03:59:00.0, 3778.00, 3778.25, 3776.25, 3777.75, 456, 364, 3777.56, 3777.42, 3777.25, 238, 218
2022/6/30, 04:00:00.0, 3777.75, 3778.00, 3776.25, 3777.00, 302, 232, 3777.25, 3777.08, 3777.13, 151, 151
2022/6/30, 04:01:00.0, 3777.25, 3778.50, 3776.75, 3777.25, 261, 187, 3777.44, 3777.50, 3777.63, 162, 99
2022/6/30, 04:02:00.0, 3777.50, 3777.75, 3775.25, 3775.75, 450, 365, 3776.56, 3776.25, 3776.50, 271, 179
2022/6/30, 04:03:00.0, 3775.75, 3776.00, 3774.50, 3775.00, 167, 162, 3775.31, 3775.17, 3775.25, 98, 69
2022/6/30, 04:04:00.0, 3775.25, 3776.50, 3774.25, 3775.25, 662, 422, 3775.31, 3775.33, 3775.38, 275, 387
2022/6/30, 04:05:00.0, 3775.00, 3776.75, 3774.50, 3776.75, 352, 288, 3775.75, 3776.00, 3775.63, 145, 207
2022/6/30, 04:06:00.0, 3776.75, 3778.25, 3776.75, 3777.50, 211, 168, 3777.31, 3777.50, 3777.50, 99, 112
2022/6/30, 04:07:00.0, 3777.50, 3777.50, 3774.25, 3774.50, 209, 175, 3775.94, 3775.42, 3775.88, 146, 63
2022/6/30, 04:08:00.0, 3774.25, 3775.25, 3773.75, 3774.75, 191, 166, 3774.50, 3774.58, 3774.50, 115, 76
2022/6/30, 04:09:00.0, 3775.00, 3775.50, 3771.75, 3773.25, 716, 553, 3773.88, 3773.50, 3773.63, 344, 372
2022/6/30, 04:10:00.0, 3773.25, 3773.25, 3769.00, 3769.75, 695, 544, 3771.31, 3770.67, 3771.13, 493, 202
2022/6/30, 04:11:00.0, 3769.50, 3771.50, 3767.25, 3770.00, 944, 779, 3769.56, 3769.58, 3769.38, 444, 500
2022/6/30, 04:12:00.0, 3769.75, 3770.50, 3768.50, 3768.75, 579, 441, 3769.38, 3769.25, 3769.50, 326, 253
2022/6/30, 04:13:00.0, 3768.75, 3769.50, 3766.25, 3766.25, 680, 562, 3767.69, 3767.33, 3767.88, 398, 282
2022/6/30, 04:14:00.0, 3766.50, 3767.25, 3765.00, 3765.00, 635, 550, 3765.94, 3765.75, 3766.13, 344, 291
2022/6/30, 04:15:00.0, 3765.25, 3765.25, 3763.50, 3763.75, 993, 681, 3764.44, 3764.17, 3764.38, 678, 315
2022/6/30, 04:16:00.0, 3763.75, 3764.75, 3763.50, 3763.75, 340, 281, 3763.94, 3764.00, 3764.13, 173, 167
2022/6/30, 04:17:00.0, 3763.50, 3765.25, 3763.25, 3765.25, 310, 245, 3764.31, 3764.58, 3764.25, 157, 153
2022/6/30, 04:18:00.0, 3765.00, 3766.00, 3763.75, 3764.75, 380, 335, 3764.88, 3764.83, 3764.88, 170, 210
2022/6/30, 04:19:00.0, 3764.75, 3764.75, 3763.00, 3763.25, 560, 403, 3763.94, 3763.67, 3763.88, 345, 215
2022/6/30, 04:20:00.0, 3763.50, 3763.50, 3762.50, 3762.75, 520, 347, 3763.06, 3762.92, 3763.00, 331, 189
2022/6/30, 04:21:00.0, 3763.00, 3764.00, 3762.75, 3763.75, 362, 271, 3763.38, 3763.50, 3763.38, 130, 232
2022/6/30, 04:22:00.0, 3763.75, 3765.25, 3763.50, 3764.00, 524, 397, 3764.13, 3764.25, 3764.38, 250, 274
2022/6/30, 04:23:00.0, 3764.00, 3764.50, 3763.50, 3763.75, 100, 90, 3763.94, 3763.92, 3764.00, 44, 56
2022/6/30, 04:24:00.0, 3763.75, 3765.25, 3763.50, 3764.25, 457, 324, 3764.19, 3764.33, 3764.38, 263, 194
2022/6/30, 04:25:00.0, 3764.00, 3764.25, 3763.00, 3764.00, 283, 188, 3763.81, 3763.75, 3763.63, 187, 96
2022/6/30, 04:26:00.0, 3763.75, 3764.00, 3763.00, 3763.75, 172, 155, 3763.63, 3763.58, 3763.50, 98, 74
2022/6/30, 04:27:00.0, 3763.75, 3764.50, 3763.50, 3763.75, 183, 166, 3763.88, 3763.92, 3764.00, 100, 83
2022/6/30, 04:28:00.0, 3763.50, 3764.25, 3763.50, 3764.25, 177, 135, 3763.88, 3764.00, 3763.88, 94, 83
2022/6/30, 04:29:00.0, 3764.00, 3764.50, 3763.25, 3763.25, 238, 208, 3763.75, 3763.67, 3763.88, 121, 117
2022/6/30, 04:30:00.0, 3763.50, 3765.25, 3762.00, 3765.00, 655, 467, 3763.94, 3764.08, 3763.63, 423, 232
2022/6/30, 04:31:00.0, 3765.00, 3765.00, 3763.25, 3764.50, 239, 195, 3764.44, 3764.25, 3764.13, 128, 111
2022/6/30, 04:32:00.0, 3764.50, 3767.25, 3763.50, 3764.50, 1127, 931, 3764.94, 3765.08, 3765.38, 538, 589
2022/6/30, 04:33:00.0, 3764.50, 3766.00, 3762.75, 3763.25, 831, 717, 3764.13, 3764.00, 3764.38, 465, 366
2022/6/30, 04:34:00.0, 3763.50, 3765.00, 3763.25, 3764.25, 391, 275, 3764.00, 3764.17, 3764.13, 171, 220
2022/6/30, 04:35:00.0, 3764.50, 3764.75, 3763.00, 3763.25, 487, 347, 3763.88, 3763.67, 3763.88, 307, 180
2022/6/30, 04:36:00.0, 3763.25, 3764.50, 3763.00, 3763.75, 276, 231, 3763.63, 3763.75, 3763.75, 126, 150
2022/6/30, 04:37:00.0, 3763.50, 3763.75, 3762.25, 3763.75, 380, 260, 3763.31, 3763.25, 3763.00, 239, 141
2022/6/30, 04:38:00.0, 3764.00, 3765.50, 3764.00, 3764.75, 226, 168, 3764.56, 3764.75, 3764.75, 109, 117
2022/6/30, 04:39:00.0, 3764.50, 3765.75, 3763.50, 3765.25, 314, 235, 3764.75, 3764.83, 3764.63, 124, 190
2022/6/30, 04:40:00.0, 3765.25, 3765.50, 3763.25, 3763.75, 237, 207, 3764.44, 3764.17, 3764.38, 121, 116
2022/6/30, 04:41:00.0, 3763.75, 3765.25, 3763.75, 3764.50, 268, 231, 3764.31, 3764.50, 3764.50, 131, 137
2022/6/30, 04:42:00.0, 3764.50, 3764.75, 3763.25, 3763.50, 264, 218, 3764.00, 3763.83, 3764.00, 146, 118
2022/6/30, 04:43:00.0, 3763.75, 3764.00, 3763.00, 3764.00, 188, 158, 3763.69, 3763.67, 3763.50, 93, 95
2022/6/30, 04:44:00.0, 3764.25, 3764.25, 3763.50, 3764.00, 280, 189, 3764.00, 3763.92, 3763.88, 136, 144
2022/6/30, 04:45:00.0, 3764.00, 3765.00, 3763.50, 3764.75, 349, 247, 3764.31, 3764.42, 3764.25, 165, 184
2022/6/30, 04:46:00.0, 3764.75, 3765.25, 3764.50, 3765.00, 132, 110, 3764.88, 3764.92, 3764.88, 53, 79
2022/6/30, 04:47:00.0, 3765.00, 3766.75, 3764.25, 3764.75, 561, 375, 3765.19, 3765.25, 3765.50, 301, 260
2022/6/30, 04:48:00.0, 3764.75, 3766.00, 3764.50, 3765.50, 144, 116, 3765.19, 3765.33, 3765.25, 75, 69
2022/6/30, 04:49:00.0, 3765.25, 3766.25, 3765.00, 3766.00, 328, 251, 3765.63, 3765.75, 3765.63, 161, 167
2022/6/30, 04:50:00.0, 3766.00, 3766.25, 3765.00, 3765.50, 318, 238, 3765.69, 3765.58, 3765.63, 200, 118
2022/6/30, 04:51:00.0, 3765.75, 3766.75, 3765.50, 3766.25, 228, 189, 3766.06, 3766.17, 3766.13, 103, 125
2022/6/30, 04:52:00.0, 3766.50, 3767.25, 3765.50, 3767.00, 295, 239, 3766.56, 3766.58, 3766.38, 120, 175
2022/6/30, 04:53:00.0, 3767.00, 3768.25, 3766.75, 3768.00, 313, 224, 3767.50, 3767.67, 3767.50, 114, 199
2022/6/30, 04:54:00.0, 3767.75, 3768.50, 3767.25, 3768.00, 327, 277, 3767.88, 3767.92, 3767.88, 143, 184
2022/6/30, 04:55:00.0, 3768.25, 3768.50, 3767.75, 3768.00, 186, 143, 3768.13, 3768.08, 3768.13, 111, 75
2022/6/30, 04:56:00.0, 3767.75, 3768.00, 3767.50, 3767.75, 93, 74, 3767.75, 3767.75, 3767.75, 52, 41
2022/6/30, 04:57:00.0, 3767.50, 3769.75, 3767.50, 3769.75, 314, 253, 3768.63, 3769.00, 3768.63, 98, 216
2022/6/30, 04:58:00.0, 3769.50, 3770.50, 3768.75, 3770.50, 429, 313, 3769.81, 3769.92, 3769.63, 214, 215
2022/6/30, 04:59:00.0, 3770.50, 3774.75, 3770.50, 3774.00, 2019, 1420, 3772.44, 3773.08, 3772.63, 646, 1373
2022/6/30, 05:00:00.0, 3774.25, 3776.25, 3771.75, 3773.50, 1855, 1318, 3773.94, 3773.83, 3774.00, 695, 1160
2022/6/30, 05:01:00.0, 3773.50, 3773.50, 3771.50, 3772.00, 375, 303, 3772.63, 3772.33, 3772.50, 184, 191
2022/6/30, 05:02:00.0, 3772.00, 3773.50, 3772.00, 3773.25, 500, 415, 3772.69, 3772.92, 3772.75, 173, 327
2022/6/30, 05:03:00.0, 3773.00, 3773.00, 3771.75, 3772.25, 173, 154, 3772.50, 3772.33, 3772.38, 98, 75
2022/6/30, 05:04:00.0, 3772.25, 3772.50, 3771.25, 3771.75, 210, 177, 3771.94, 3771.83, 3771.88, 112, 98
2022/6/30, 05:05:00.0, 3771.75, 3772.50, 3770.25, 3770.25, 587, 473, 3771.19, 3771.00, 3771.38, 289, 298
2022/6/30, 05:06:00.0, 3770.25, 3771.00, 3769.00, 3770.25, 418, 329, 3770.13, 3770.08, 3770.00, 205, 213
2022/6/30, 05:07:00.0, 3770.25, 3770.25, 3769.00, 3769.25, 906, 469, 3769.69, 3769.50, 3769.63, 388, 518
2022/6/30, 05:08:00.0, 3769.50, 3772.00, 3769.50, 3771.75, 1444, 710, 3770.69, 3771.08, 3770.75, 521, 923
2022/6/30, 05:09:00.0, 3771.75, 3773.00, 3771.00, 3772.50, 988, 567, 3772.06, 3772.17, 3772.00, 473, 515
2022/6/30, 05:10:00.0, 3772.50, 3772.75, 3771.00, 3772.50, 707, 379, 3772.19, 3772.08, 3771.88, 397, 310
2022/6/30, 05:11:00.0, 3772.75, 3773.00, 3772.00, 3772.00, 129, 115, 3772.44, 3772.33, 3772.50, 73, 56
2022/6/30, 05:12:00.0, 3771.75, 3772.00, 3769.50, 3771.25, 695, 497, 3771.13, 3770.92, 3770.75, 347, 348
2022/6/30, 05:13:00.0, 3771.25, 3771.50, 3769.75, 3769.75, 180, 161, 3770.56, 3770.33, 3770.63, 121, 59
2022/6/30, 05:14:00.0, 3769.75, 3771.00, 3769.75, 3770.50, 194, 141, 3770.25, 3770.42, 3770.38, 92, 102
2022/6/30, 05:15:00.0, 3770.50, 3771.00, 3769.75, 3771.00, 168, 151, 3770.56, 3770.58, 3770.38, 71, 97
2022/6/30, 05:16:00.0, 3771.00, 3771.25, 3770.50, 3770.75, 91, 83, 3770.88, 3770.83, 3770.88, 52, 39
2022/6/30, 05:17:00.0, 3771.00, 3771.00, 3769.50, 3769.75, 142, 129, 3770.31, 3770.08, 3770.25, 92, 50
2022/6/30, 05:18:00.0, 3770.00, 3771.25, 3770.00, 3770.75, 196, 165, 3770.50, 3770.67, 3770.63, 100, 96
2022/6/30, 05:19:00.0, 3770.75, 3770.75, 3770.25, 3770.25, 87, 76, 3770.50, 3770.42, 3770.50, 50, 37
2022/6/30, 05:20:00.0, 3770.50, 3770.75, 3769.75, 3770.00, 71, 62, 3770.25, 3770.17, 3770.25, 31, 40
2022/6/30, 05:21:00.0, 3770.00, 3771.25, 3769.75, 3771.25, 101, 90, 3770.56, 3770.75, 3770.50, 32, 69
2022/6/30, 05:22:00.0, 3771.25, 3771.25, 3770.75, 3771.00, 142, 121, 3771.06, 3771.00, 3771.00, 82, 60
2022/6/30, 05:23:00.0, 3771.00, 3772.00, 3770.75, 3772.00, 198, 164, 3771.44, 3771.58, 3771.38, 64, 134
2022/6/30, 05:24:00.0, 3772.00, 3772.75, 3771.75, 3772.50, 116, 101, 3772.25, 3772.33, 3772.25, 50, 66
2022/6/30, 05:25:00.0, 3772.50, 3772.75, 3768.75, 3768.75, 339, 295, 3770.69, 3770.08, 3770.75, 222, 117
2022/6/30, 05:26:00.0, 3768.75, 3769.00, 3767.25, 3768.00, 404, 353, 3768.25, 3768.08, 3768.13, 273, 131
2022/6/30, 05:27:00.0, 3767.75, 3768.25, 3767.00, 3767.50, 324, 251, 3767.63, 3767.58, 3767.63, 171, 153
2022/6/30, 05:28:00.0, 3767.75, 3767.75, 3766.50, 3766.75, 188, 162, 3767.19, 3767.00, 3767.13, 124, 64
2022/6/30, 05:29:00.0, 3767.00, 3767.00, 3765.75, 3765.75, 269, 196, 3766.38, 3766.17, 3766.38, 195, 74
2022/6/30, 05:30:00.0, 3765.50, 3766.50, 3765.50, 3766.00, 209, 194, 3765.88, 3766.00, 3766.00, 100, 109
2022/6/30, 05:31:00.0, 3766.00, 3767.00, 3765.75, 3766.75, 112, 100, 3766.38, 3766.50, 3766.38, 54, 58
2022/6/30, 05:32:00.0, 3766.50, 3767.00, 3765.75, 3765.75, 173, 143, 3766.25, 3766.17, 3766.38, 103, 70
2022/6/30, 05:33:00.0, 3766.00, 3766.75, 3765.75, 3766.75, 106, 94, 3766.31, 3766.42, 3766.25, 36, 70
2022/6/30, 05:34:00.0, 3766.75, 3767.25, 3766.75, 3766.75, 113, 95, 3766.88, 3766.92, 3767.00, 50, 63
2022/6/30, 05:35:00.0, 3766.75, 3766.75, 3765.00, 3765.25, 493, 389, 3765.94, 3765.67, 3765.88, 278, 215
2022/6/30, 05:36:00.0, 3765.25, 3765.75, 3764.50, 3765.75, 284, 202, 3765.31, 3765.33, 3765.13, 158, 126
2022/6/30, 05:37:00.0, 3766.00, 3766.00, 3764.50, 3764.75, 140, 126, 3765.31, 3765.08, 3765.25, 69, 71
2022/6/30, 05:38:00.0, 3764.75, 3765.25, 3764.25, 3764.75, 149, 134, 3764.75, 3764.75, 3764.75, 69, 80
2022/6/30, 05:39:00.0, 3764.75, 3765.00, 3764.25, 3764.75, 165, 152, 3764.69, 3764.67, 3764.63, 80, 85
2022/6/30, 05:40:00.0, 3764.50, 3765.00, 3764.50, 3764.75, 153, 136, 3764.69, 3764.75, 3764.75, 82, 71
2022/6/30, 05:41:00.0, 3765.00, 3765.25, 3762.75, 3763.00, 519, 319, 3764.00, 3763.67, 3764.00, 318, 201
2022/6/30, 05:42:00.0, 3763.00, 3764.75, 3763.00, 3764.75, 386, 298, 3763.88, 3764.17, 3763.88, 136, 250
2022/6/30, 05:43:00.0, 3764.75, 3766.25, 3764.25, 3765.75, 560, 373, 3765.25, 3765.42, 3765.25, 304, 256
2022/6/30, 05:44:00.0, 3765.50, 3766.25, 3765.00, 3766.25, 236, 184, 3765.75, 3765.83, 3765.63, 101, 135
2022/6/30, 05:45:00.0, 3766.25, 3767.75, 3765.25, 3767.25, 371, 314, 3766.63, 3766.75, 3766.50, 169, 202
2022/6/30, 05:46:00.0, 3767.25, 3767.50, 3766.50, 3766.50, 209, 196, 3766.94, 3766.83, 3767.00, 110, 99
2022/6/30, 05:47:00.0, 3766.50, 3766.75, 3765.75, 3766.00, 126, 106, 3766.25, 3766.17, 3766.25, 61, 65
2022/6/30, 05:48:00.0, 3765.75, 3765.75, 3764.25, 3765.00, 229, 192, 3765.19, 3765.00, 3765.00, 94, 135
2022/6/30, 05:49:00.0, 3765.00, 3765.75, 3764.75, 3765.25, 77, 77, 3765.19, 3765.25, 3765.25, 36, 41
2022/6/30, 05:50:00.0, 3765.25, 3765.75, 3764.50, 3765.75, 175, 154, 3765.31, 3765.33, 3765.13, 99, 76
2022/6/30, 05:51:00.0, 3765.75, 3766.50, 3765.00, 3765.50, 142, 129, 3765.69, 3765.67, 3765.75, 72, 70
2022/6/30, 05:52:00.0, 3765.75, 3767.25, 3765.75, 3767.00, 112, 89, 3766.44, 3766.67, 3766.50, 33, 79
2022/6/30, 05:53:00.0, 3767.25, 3767.75, 3766.75, 3767.25, 142, 130, 3767.25, 3767.25, 3767.25, 62, 80
2022/6/30, 05:54:00.0, 3767.00, 3769.00, 3767.00, 3769.00, 522, 417, 3768.00, 3768.33, 3768.00, 184, 338
2022/6/30, 05:55:00.0, 3768.50, 3770.25, 3768.50, 3770.00, 340, 269, 3769.31, 3769.58, 3769.38, 145, 195
2022/6/30, 05:56:00.0, 3770.00, 3770.75, 3769.75, 3770.50, 212, 197, 3770.25, 3770.33, 3770.25, 122, 90
2022/6/30, 05:57:00.0, 3770.25, 3771.75, 3770.00, 3771.00, 297, 232, 3770.75, 3770.92, 3770.88, 108, 189
2022/6/30, 05:58:00.0, 3771.00, 3771.75, 3770.25, 3770.50, 339, 244, 3770.88, 3770.83, 3771.00, 194, 145
2022/6/30, 05:59:00.0, 3770.25, 3771.00, 3769.50, 3770.75, 317, 280, 3770.38, 3770.42, 3770.25, 185, 132
2022/6/30, 06:00:00.0, 3771.00, 3771.75, 3769.75, 3770.75, 406, 357, 3770.81, 3770.75, 3770.75, 186, 220
2022/6/30, 06:01:00.0, 3770.50, 3770.50, 3769.00, 3769.50, 291, 249, 3769.88, 3769.67, 3769.75, 168, 123
2022/6/30, 06:02:00.0, 3769.50, 3770.00, 3766.75, 3766.75, 595, 436, 3768.25, 3767.83, 3768.38, 411, 184
2022/6/30, 06:03:00.0, 3767.00, 3768.25, 3766.25, 3766.75, 439, 384, 3767.06, 3767.08, 3767.25, 219, 220
2022/6/30, 06:04:00.0, 3767.00, 3767.75, 3766.25, 3767.25, 287, 243, 3767.06, 3767.08, 3767.00, 135, 152
2022/6/30, 06:05:00.0, 3767.25, 3768.50, 3766.75, 3768.50, 221, 183, 3767.75, 3767.92, 3767.63, 74, 147
2022/6/30, 06:06:00.0, 3768.25, 3768.25, 3767.50, 3767.50, 341, 231, 3767.88, 3767.75, 3767.88, 162, 179
2022/6/30, 06:07:00.0, 3767.50, 3769.25, 3767.25, 3768.75, 849, 536, 3768.19, 3768.42, 3768.25, 422, 427
2022/6/30, 06:08:00.0, 3768.50, 3769.50, 3767.50, 3768.50, 578, 397, 3768.50, 3768.50, 3768.50, 289, 289
2022/6/30, 06:09:00.0, 3768.50, 3769.50, 3768.00, 3769.25, 124, 110, 3768.81, 3768.92, 3768.75, 73, 51
2022/6/30, 06:10:00.0, 3769.75, 3770.50, 3769.25, 3769.25, 282, 227, 3769.69, 3769.67, 3769.88, 129, 153
2022/6/30, 06:11:00.0, 3769.25, 3769.75, 3768.75, 3769.50, 140, 125, 3769.31, 3769.33, 3769.25, 87, 53
2022/6/30, 06:12:00.0, 3769.25, 3769.50, 3768.75, 3769.25, 75, 69, 3769.19, 3769.17, 3769.13, 52, 23
2022/6/30, 06:13:00.0, 3769.00, 3770.50, 3769.00, 3769.50, 307, 236, 3769.50, 3769.67, 3769.75, 168, 139
2022/6/30, 06:14:00.0, 3769.50, 3771.25, 3769.00, 3771.00, 374, 285, 3770.19, 3770.42, 3770.13, 150, 224
2022/6/30, 06:15:00.0, 3771.25, 3771.25, 3770.25, 3771.00, 322, 236, 3770.94, 3770.83, 3770.75, 201, 121
2022/6/30, 06:16:00.0, 3771.25, 3772.50, 3770.25, 3770.25, 884, 583, 3771.06, 3771.00, 3771.38, 388, 496
2022/6/30, 06:17:00.0, 3770.25, 3770.75, 3769.75, 3770.00, 354, 242, 3770.19, 3770.17, 3770.25, 208, 146
2022/6/30, 06:18:00.0, 3769.75, 3770.00, 3767.50, 3768.75, 853, 575, 3769.00, 3768.75, 3768.75, 517, 336
2022/6/30, 06:19:00.0, 3768.75, 3769.50, 3768.25, 3769.25, 1905, 700, 3768.94, 3769.00, 3768.88, 980, 925
2022/6/30, 06:20:00.0, 3769.25, 3770.25, 3768.50, 3770.00, 264, 189, 3769.50, 3769.58, 3769.38, 102, 162
2022/6/30, 06:21:00.0, 3770.00, 3770.50, 3768.75, 3770.00, 348, 308, 3769.81, 3769.75, 3769.63, 207, 141
2022/6/30, 06:22:00.0, 3769.75, 3769.75, 3768.75, 3769.00, 180, 164, 3769.31, 3769.17, 3769.25, 103, 77
2022/6/30, 06:23:00.0, 3769.00, 3770.00, 3768.50, 3769.25, 295, 237, 3769.19, 3769.25, 3769.25, 110, 185
2022/6/30, 06:24:00.0, 3769.25, 3769.75, 3769.00, 3769.50, 183, 155, 3769.38, 3769.42, 3769.38, 105, 78
2022/6/30, 06:25:00.0, 3769.50, 3769.75, 3768.50, 3769.00, 244, 214, 3769.19, 3769.08, 3769.13, 139, 105
2022/6/30, 06:26:00.0, 3769.00, 3770.75, 3769.00, 3770.75, 238, 164, 3769.88, 3770.17, 3769.88, 89, 149
