date,time,open,high,low,close,volume
2021-09-29,04:00:00,14908.25,14919.75,14871.75,14898.5,11523
2021-09-29,05:00:00,14899,14914.25,14881.5,14905.25,5713
2021-09-29,06:00:00,14905.25,14919.75,14887.75,14891.25,5422
2021-09-29,07:00:00,14890.5,14900.25,14842.25,14871.75,14270
2021-09-29,08:00:00,14871,14891,14826.5,14845.5,16947
2021-09-29,09:00:00,14845.25,14903.25,14787.5,14883,96848
2021-09-29,10:00:00,14883,14906.25,14819.25,14878,89973
2021-09-29,11:00:00,14877.25,14882.75,14757.25,14796.5,67801
2021-09-29,12:00:00,14796.75,14806.5,14725,14766,60822
2021-09-29,13:00:00,14766.25,14783.75,14711,14762.75,58524
2021-09-29,14:00:00,14762.5,14852.75,14758,14843,51121
2021-09-29,15:00:00,14842,14851.25,14717.5,14742.25,56926
2021-09-29,16:00:00,14743.25,14777.5,14737.75,14762.5,14528
2021-09-29,18:00:00,14769.75,14782,14754.75,14764.75,3665
2021-09-29,19:00:00,14765,14801.25,14764.75,14789,4370
2021-09-29,20:00:00,14788.5,14817.5,14783.75,14811.5,4741
2021-09-29,21:00:00,14811.75,14833.25,14782.25,14827.75,7992
2021-09-29,22:00:00,14826.75,14835,14818.5,14822.25,4302
2021-09-29,23:00:00,14822.5,14844,14818.25,14836,3892
2021-09-30,00:00:00,14836.25,14848,14829,14847,2889
2021-09-30,01:00:00,14846.75,14878.75,14845.25,14849.75,7027
2021-09-30,02:00:00,14848.25,14876.75,14845.5,14849.5,6938
2021-09-30,03:00:00,14850,14883.5,14815.25,14857,14749
2021-09-30,04:00:00,14856.75,14873.5,14828,14845.75,8610
2021-09-30,05:00:00,14846.25,14852.75,14801.25,14811.75,8144
2021-09-30,06:00:00,14811,14826.25,14784.25,14800.5,8257
2021-09-30,07:00:00,14800.25,14824,14788.25,14807,9106
2021-09-30,08:00:00,14807.25,14823.5,14797,14804,11907
2021-09-30,09:00:00,14803.5,14878.75,14776.25,14841.75,85344
2021-09-30,10:00:00,14841.75,14868.75,14771.5,14784.75,104135
2021-09-30,11:00:00,14784.5,14840.5,14717,14750,81400
2021-09-30,12:00:00,14750.5,14755.5,14682.75,14718.25,78875
2021-09-30,13:00:00,14718.25,14772,14706.25,14761.25,57360
2021-09-30,14:00:00,14760.5,14829,14757.75,14777,66159
2021-09-30,15:00:00,14777.25,14821.25,14670.25,14675.75,92487
2021-09-30,16:00:00,14676.75,14706.5,14672.25,14692.25,21200
2021-09-30,18:00:00,14702.25,14713,14687.25,14708.25,5114
2021-09-30,19:00:00,14708.75,14724.5,14702.5,14714.5,4046
2021-09-30,20:00:00,14713.25,14732,14680.75,14681.75,6299
2021-09-30,21:00:00,14682.25,14692,14574.5,14604.25,22146
2021-09-30,22:00:00,14604.5,14619.25,14587.5,14596.75,6668
2021-09-30,23:00:00,14596.75,14622.25,14596,14601.25,5685
2021-10-01,00:00:00,14602,14609.75,14585,14603,4108
2021-10-01,01:00:00,14603.5,14622,14586.25,14619.75,5556
2021-10-01,02:00:00,14619.5,14638.25,14552.25,14582,15120
2021-10-01,03:00:00,14581.75,14644.75,14556.25,14622.25,19515
2021-10-01,04:00:00,14622.75,14634.75,14579.5,14594.75,16750
2021-10-01,05:00:00,14594.75,14626,14594.75,14617.75,6429
2021-10-01,06:00:00,14616.5,14644.25,14612.5,14640.25,6421
2021-10-01,07:00:00,14640.75,14736,14640.5,14716,21305
2021-10-01,08:00:00,14716.5,14743.25,14679.25,14703.25,21160
2021-10-01,09:00:00,14702.75,14735.5,14606.75,14629.75,93270
2021-10-01,10:00:00,14629.75,14644.5,14537,14621,110375
2021-10-01,11:00:00,14620.75,14707.75,14583.75,14689.75,74722
2021-10-01,12:00:00,14689.75,14698.5,14645.75,14663.25,47552
2021-10-01,13:00:00,14663.25,14741.75,14647.5,14717.75,43645
2021-10-01,14:00:00,14718,14790.25,14716,14780.75,38448
2021-10-01,15:00:00,14780.75,14818,14753.75,14770.5,69137
2021-10-01,16:00:00,14770.5,14787.25,14762.25,14777.25,13363
2021-10-03,18:00:00,14785,14832,14773.75,14820.75,7815
2021-10-03,19:00:00,14821.5,14835,14808.75,14814.25,3346
2021-10-03,20:00:00,14815,14818.5,14759,14768.25,8015
2021-10-03,21:00:00,14767.75,14779.25,14706,14725,10982
2021-10-03,22:00:00,14724,14750.5,14707.5,14734.5,6625
2021-10-03,23:00:00,14734.25,14735.75,14696,14702,5303
2021-10-04,00:00:00,14701.25,14742,14691.75,14732.75,5875
2021-10-04,01:00:00,14732.25,14751.5,14692.25,14705,7190
2021-10-04,02:00:00,14704,14706,14652,14682.25,10448
2021-10-04,03:00:00,14678.5,14698.25,14633.5,14671,13858
2021-10-04,04:00:00,14671.5,14715,14659.5,14693.75,11030
2021-10-04,05:00:00,14694.75,14718,14687,14697.75,8319
2021-10-04,06:00:00,14697.5,14719,14677.25,14703.5,6902
2021-10-04,07:00:00,14703.25,14708.25,14664,14687,8716
2021-10-04,08:00:00,14687.5,14735.5,14681.75,14723,10839
2021-10-04,09:00:00,14722.5,14724,14567.5,14593.5,95015
2021-10-04,10:00:00,14593.5,14609.5,14402,14440.75,156612
2021-10-04,11:00:00,14440.75,14477.25,14383,14445,107539
2021-10-04,12:00:00,14444.5,14449.25,14373,14396.75,68148
2021-10-04,13:00:00,14396.25,14436.25,14367.75,14399.75,61440
2021-10-04,14:00:00,14400,14466,14398.5,14449.5,62935
2021-10-04,15:00:00,14450.5,14495.5,14395,14468,97926
2021-10-04,16:00:00,14467.25,14494,14466.5,14489,19134
2021-10-04,18:00:00,14493.75,14510,14479,14504.75,4839
2021-10-04,19:00:00,14505.25,14509.25,14471,14486.25,5074
2021-10-04,20:00:00,14486.75,14494.25,14425.25,14431,9429
2021-10-04,21:00:00,14430.25,14477.5,14410.5,14460,10169
2021-10-04,22:00:00,14460,14514,14451,14502.75,9324
2021-10-04,23:00:00,14503.75,14519.5,14479,14515,7246
2021-10-05,00:00:00,14515.5,14515.5,14481,14502,4098
2021-10-05,01:00:00,14500,14510,14480.5,14491.25,5541
2021-10-05,02:00:00,14492,14501.75,14452.5,14494.5,8012
2021-10-05,03:00:00,14493.5,14538.5,14467,14469,14939
2021-10-05,04:00:00,14469,14532.25,14465.5,14529.5,8645
2021-10-05,05:00:00,14529.75,14549.5,14526,14542,7007
2021-10-05,06:00:00,14542,14544.75,14500.75,14514.25,7769
2021-10-05,07:00:00,14514.25,14541,14494.5,14521,10222
2021-10-05,08:00:00,14520.75,14533.75,14506,14518.5,9100
2021-10-05,09:00:00,14518.25,14597.5,14495.5,14581,97655
2021-10-05,10:00:00,14581,14679.5,14575.75,14678,91465
2021-10-05,11:00:00,14677.5,14712,14663.5,14699.25,61513
2021-10-05,12:00:00,14699.25,14733,14687,14722.5,42263
2021-10-05,13:00:00,14722.25,14746,14703.75,14739.25,36461
2021-10-05,14:00:00,14739.5,14754.75,14722.5,14733.5,32884
2021-10-05,15:00:00,14733.25,14747.5,14651,14658.5,69200
2021-10-05,16:00:00,14657.5,14667.25,14645.25,14661.5,13810
2021-10-05,18:00:00,14662,14674.75,14658.25,14672.5,2842
2021-10-05,19:00:00,14673,14674,14633.75,14637.25,5076
2021-10-05,20:00:00,14638.25,14668,14634.75,14654,6354
2021-10-05,21:00:00,14654,14659.5,14560.75,14580.75,14762
2021-10-05,22:00:00,14581.25,14596.25,14555.25,14571,9080
2021-10-05,23:00:00,14571.25,14595.75,14558.75,14590,5957
2021-10-06,00:00:00,14590.5,14596,14550,14577,6714
2021-10-06,01:00:00,14576.75,14599.5,14558,14568.25,6514
2021-10-06,02:00:00,14568.5,14592.75,14542.5,14586,10340
2021-10-06,03:00:00,14585.25,14585.5,14473,14487.75,25247
2021-10-06,04:00:00,14487.75,14501.75,14460.25,14467.25,15852
2021-10-06,05:00:00,14467,14468.25,14422.5,14449,13342
2021-10-06,06:00:00,14449.25,14467.25,14429,14450,9068
2021-10-06,07:00:00,14449.5,14494.5,14445.25,14488,13960
2021-10-06,08:00:00,14487.75,14526,14470.5,14508,22442
2021-10-06,09:00:00,14507.25,14638.5,14504.25,14538,98232
2021-10-06,10:00:00,14538.5,14688.25,14483.75,14658.75,157407
2021-10-06,11:00:00,14658.5,14673,14581.25,14659.5,81285
2021-10-06,12:00:00,14659,14661.25,14578.25,14601.75,56081
2021-10-06,13:00:00,14601.25,14705,14567.5,14691.25,58068
2021-10-06,14:00:00,14691.5,14749.5,14671.75,14704.25,59708
2021-10-06,15:00:00,14704,14765,14683.25,14754,62403
2021-10-06,16:00:00,14753.75,14770,14748,14765.5,11848
2021-10-06,18:00:00,14768,14813,14767,14809.5,5260
2021-10-06,19:00:00,14809.25,14829.75,14796,14809.25,5920
2021-10-06,20:00:00,14809.25,14838.5,14798.25,14820.5,7856
2021-10-06,21:00:00,14821,14864,14811,14852,7301
2021-10-06,22:00:00,14851.75,14888,14850.75,14879.5,7113
2021-10-06,23:00:00,14879.75,14881,14856,14863.75,3245
2021-10-07,00:00:00,14864,14868.75,14837.25,14844.25,3268
2021-10-07,01:00:00,14844,14861.5,14832.25,14852,4507
2021-10-07,02:00:00,14851,14905,14849.5,14887.5,11328
2021-10-07,03:00:00,14888,14898.25,14865.25,14895.75,11372
2021-10-07,04:00:00,14895.5,14910.5,14879,14899.5,8933
2021-10-07,05:00:00,14898.75,14904,14881.5,14889.5,5242
2021-10-07,06:00:00,14890,14914.5,14883.5,14911.5,6337
2021-10-07,07:00:00,14912,14951,14908.75,14939.5,16149
2021-10-07,08:00:00,14939.25,14943,14910.75,14913.5,12915
2021-10-07,09:00:00,14913,14956,14859.25,14955,89279
2021-10-07,10:00:00,14955.25,14997.75,14946.25,14981.5,68139
2021-10-07,11:00:00,14981.75,14999.75,14953.5,14998.5,41550
2021-10-07,12:00:00,14998.75,15001.25,14967,14986.25,31244
2021-10-07,13:00:00,14986.25,14986.5,14958,14962.5,21374
2021-10-07,14:00:00,14962.5,14967.5,14912.75,14926.75,40256
2021-10-07,15:00:00,14927.25,14949.25,14868.5,14886.5,69937
2021-10-07,16:00:00,14886.25,14901.75,14881.25,14891.25,11694
2021-10-07,18:00:00,14891.25,14904.75,14887,14901,2774
2021-10-07,19:00:00,14901.25,14926,14895.5,14924.5,3852
2021-10-07,20:00:00,14924.25,14924.25,14875.75,14919,8048
2021-10-07,21:00:00,14919.25,14935.5,14906.5,14918,6119
2021-10-07,22:00:00,14918.25,14925.5,14905.5,14917.5,3552
2021-10-07,23:00:00,14917,14919.25,14881.75,14886.75,3854
2021-10-08,00:00:00,14887.25,14891.5,14874.25,14877.5,2585
2021-10-08,01:00:00,14878,14886.75,14850.25,14852.5,6387
2021-10-08,02:00:00,14852.25,14886.75,14852.25,14882,5070
2021-10-08,03:00:00,14882.75,14913.75,14835.5,14864,14752
2021-10-08,04:00:00,14864,14870.5,14838.5,14844.5,6950
2021-10-08,05:00:00,14845.25,14882,14839.5,14878.5,5707
2021-10-08,06:00:00,14878.25,14887.5,14864,14875.75,5539
2021-10-08,07:00:00,14876.5,14905.5,14876.5,14901,6884
2021-10-08,08:00:00,14901.5,14996,14881.75,14968,51293
2021-10-08,09:00:00,14968.25,14973,14845.75,14849,96041
2021-10-08,10:00:00,14849.25,14910.5,14816,14851,91499
2021-10-08,11:00:00,14851.25,14876,14809,14824.5,56169
2021-10-08,12:00:00,14824.75,14858.75,14813.5,14832.75,41133
2021-10-08,13:00:00,14832.5,14842.75,14790.75,14827.75,38818
2021-10-08,14:00:00,14827.25,14870.5,14824.75,14849.25,31119
2021-10-08,15:00:00,14849.25,14861.25,14795.25,14811,50031
2021-10-08,16:00:00,14811.5,14814.75,14792.5,14805.5,8996
2021-10-10,18:00:00,14810.25,14829,14751.25,14756.5,8855
2021-10-10,19:00:00,14757,14767.25,14704,14716.75,8645
2021-10-10,20:00:00,14716.5,14755.75,14706,14744,6806
2021-10-10,21:00:00,14743.75,14778,14741.5,14755.25,8163
2021-10-10,22:00:00,14755.75,14767.5,14734.25,14738.25,4719
2021-10-10,23:00:00,14738.25,14753.25,14725,14749.75,4810
2021-10-11,00:00:00,14749.75,14777.75,14744.75,14770.5,3219
2021-10-11,01:00:00,14771.25,14792.5,14767.75,14790.25,4296
2021-10-11,02:00:00,14790.5,14799.5,14720.75,14748.25,11412
2021-10-11,03:00:00,14748,14774.5,14719.75,14741,12222
2021-10-11,04:00:00,14740.5,14756.75,14723.75,14752.25,8766
2021-10-11,05:00:00,14751.5,14766.5,14740,14749.5,4626
2021-10-11,06:00:00,14749.75,14754,14687,14700.5,9084
2021-10-11,07:00:00,14700.75,14728,14685.75,14695.25,11155
2021-10-11,08:00:00,14696,14742.75,14681.25,14732.25,14799
2021-10-11,09:00:00,14732.25,14860.75,14722,14859,77559
2021-10-11,10:00:00,14859,14897.25,14848,14864,57112
2021-10-11,11:00:00,14864,14883.5,14853,14862.5,34598
2021-10-11,12:00:00,14862.25,14865.5,14810.25,14835,43668
2021-10-11,13:00:00,14835.75,14835.75,14758.25,14782.5,53296
2021-10-11,14:00:00,14782.5,14816,14770.5,14796.25,44263
2021-10-11,15:00:00,14795.75,14804.5,14696.25,14699.75,61261
2021-10-11,16:00:00,14699.5,14702.25,14677,14685,14830
2021-10-11,18:00:00,14688.5,14695.75,14664,14668.25,4712
2021-10-11,19:00:00,14668.75,14689.5,14664.5,14684.75,3973
2021-10-11,20:00:00,14684.75,14694.75,14615,14628.25,10657
2021-10-11,21:00:00,14628.75,14637.75,14596,14632.25,9051
2021-10-11,22:00:00,14633.25,14652.5,14627.75,14645.75,4697
2021-10-11,23:00:00,14645.5,14651.75,14616,14620.25,4186
2021-10-12,00:00:00,14620.25,14643.75,14619.75,14637.25,3021
2021-10-12,01:00:00,14637,14659.25,14632.75,14645.25,4339
2021-10-12,02:00:00,14645.5,14645.5,14590.75,14601.25,10216
2021-10-12,03:00:00,14601.75,14666,14586.5,14653.75,13271
2021-10-12,04:00:00,14654.25,14704,14645.25,14697,9818
2021-10-12,05:00:00,14697.5,14732.75,14697.25,14724.25,9799
2021-10-12,06:00:00,14724.5,14749,14710.5,14745.75,6906
2021-10-12,07:00:00,14745.5,14758.75,14730.5,14731.5,8241
2021-10-12,08:00:00,14731,14783.25,14727,14745.25,17115
2021-10-12,09:00:00,14744.75,14779,14657.5,14660.75,103487
2021-10-12,10:00:00,14661,14719.75,14633,14638.75,105422
2021-10-12,11:00:00,14639.25,14704.75,14639.25,14704.25,60310
2021-10-12,12:00:00,14704.5,14732.25,14652.5,14659.75,46876
2021-10-12,13:00:00,14659.5,14680.5,14635.75,14658.25,37113
2021-10-12,14:00:00,14658,14720.25,14651.5,14670,42283
2021-10-12,15:00:00,14670.25,14681,14621.5,14650,62626
2021-10-12,16:00:00,14650.25,14653,14585.5,14597.25,18140
2021-10-12,18:00:00,14594,14610,14591,14608.5,3370
2021-10-12,19:00:00,14608.5,14616.75,14601.5,14605.25,3079
2021-10-12,20:00:00,14605.5,14645.75,14604.5,14637,5579
2021-10-12,21:00:00,14637.25,14639.5,14607.75,14617.5,5341
2021-10-12,22:00:00,14617,14623,14598.25,14606.5,4779
2021-10-12,23:00:00,14606.5,14627,14606.5,14618,3193
2021-10-13,00:00:00,14619,14641,14617,14640,2920
2021-10-13,01:00:00,14641.25,14645,14617.5,14625.75,3730
2021-10-13,02:00:00,14623.5,14641,14615,14632.5,4252
2021-10-13,03:00:00,14632,14677.25,14591.5,14674,16084
2021-10-13,04:00:00,14674.75,14730.25,14661.25,14711.75,12481
2021-10-13,05:00:00,14710.5,14729.5,14701,14716.75,7175
2021-10-13,06:00:00,14717.5,14745,14707.25,14713.75,8271
2021-10-13,07:00:00,14714.5,14724,14689.5,14712.25,10285
2021-10-13,08:00:00,14713,14739,14648.5,14682,33266
2021-10-13,09:00:00,14682.25,14778.75,14674,14715,111493
2021-10-13,10:00:00,14715.5,14740,14667,14697.25,90062
2021-10-13,11:00:00,14697.25,14739.5,14660.5,14726.5,52440
2021-10-13,12:00:00,14726.5,14729.75,14696.25,14705.25,30015
2021-10-13,13:00:00,14705.25,14770.5,14702.25,14749.25,30624
2021-10-13,14:00:00,14751,14795.75,14722.5,14744,50984
2021-10-13,15:00:00,14744,14768.5,14731.25,14766.25,45689
2021-10-13,16:00:00,14766,14772.5,14756.25,14767.75,9836
2021-10-13,18:00:00,14770.25,14801.25,14767.5,14794.5,3917
2021-10-13,19:00:00,14794.5,14809.75,14789,14804.25,3386
2021-10-13,20:00:00,14802.75,14836.5,14802.25,14823.5,5777
2021-10-13,21:00:00,14823.5,14828.75,14810,14811,4000
2021-10-13,22:00:00,14810.25,14819,14807.25,14816.75,2212
2021-10-13,23:00:00,14816.75,14828.5,14810.75,14821.75,2352
2021-10-14,00:00:00,14821.75,14824.5,14816.5,14821.25,1381
2021-10-14,01:00:00,14822.75,14852,14816.75,14852,3710
2021-10-14,02:00:00,14851,14879,14832.75,14876.75,7291
2021-10-14,03:00:00,14876.75,14880,14848.5,14873.75,8908
2021-10-14,04:00:00,14873.5,14895.5,14870.75,14888,8266
2021-10-14,05:00:00,14888.75,14897,14881.25,14883.5,4875
2021-10-14,06:00:00,14883.25,14885.75,14869,14870.25,5001
2021-10-14,07:00:00,14870.75,14915.75,14870,14908.75,8707
2021-10-14,08:00:00,14909.25,14948.5,14907.25,14920.75,20378
2021-10-14,09:00:00,14920.25,14957.5,14890.5,14945,83140
2021-10-14,10:00:00,14945,14998,14938,14983.75,68822
2021-10-14,11:00:00,14983.75,15018.75,14973.25,15018.25,39850
2021-10-14,12:00:00,15018.25,15044.75,15015,15038.25,28856
2021-10-14,13:00:00,15038.5,15040.5,15016.75,15035,20777
2021-10-14,14:00:00,15034.75,15044.25,15023.5,15039.25,18002
2021-10-14,15:00:00,15039.5,15048.75,15012,15037,56352
2021-10-14,16:00:00,15037,15071.5,15034.25,15065,12984
2021-10-14,18:00:00,15063.75,15070.25,15055.5,15064.75,3125
2021-10-14,19:00:00,15065.25,15077.5,15063,15071.5,3089
2021-10-14,20:00:00,15070.25,15070.75,15031,15044,7859
2021-10-14,21:00:00,15044.5,15058.75,15020.75,15055.75,7083
2021-10-14,22:00:00,15056,15097.5,15054,15088.25,7524
2021-10-14,23:00:00,15088.75,15090,15076,15085.25,2690
2021-10-15,00:00:00,15085.5,15103.25,15077.25,15100,3854
2021-10-15,01:00:00,15100.25,15109,15090.5,15105.25,3465
2021-10-15,02:00:00,15105.25,15112.75,15068,15083.5,7006
2021-10-15,03:00:00,15083.25,15084.5,15036,15062.25,10771
2021-10-15,04:00:00,15061.75,15089.75,15059,15074.75,6773
2021-10-15,05:00:00,15075.5,15081.75,15058.25,15077.75,4917
2021-10-15,06:00:00,15077.75,15091.75,15071.75,15075,4983
2021-10-15,07:00:00,15075.5,15097.25,15073,15088.5,6451
2021-10-15,08:00:00,15089,15106,15075.25,15084,16097
2021-10-15,09:00:00,15084.25,15099.25,15049.25,15078.25,76035
2021-10-15,10:00:00,15078,15111.5,15046,15110.5,66022
2021-10-15,11:00:00,15110.25,15121,15058.5,15062.75,50763
2021-10-15,12:00:00,15062.5,15101,15062.25,15097.5,33256
2021-10-15,13:00:00,15097.5,15102.75,15077.25,15099.25,22961
2021-10-15,14:00:00,15099.25,15119,15098.5,15115.25,24358
2021-10-15,15:00:00,15115.25,15137.75,15090.5,15135.25,50869
2021-10-15,16:00:00,15135.5,15145,15131.5,15144.25,10474
2021-10-17,18:00:00,15145,15163.5,15104.5,15112.5,6857
2021-10-17,19:00:00,15112.75,15120.75,15076.5,15081.75,7071
2021-10-17,20:00:00,15082,15124,15080,15107.25,6795
2021-10-17,21:00:00,15107,15116.75,15088.75,15104,5481
2021-10-17,22:00:00,15104.25,15111.75,15096,15103,3319
2021-10-17,23:00:00,15103.75,15105,15088.75,15092,2809
2021-10-18,00:00:00,15092.25,15095.75,15083,15088.25,2660
2021-10-18,01:00:00,15088.25,15094.5,15084.75,15088,2110
2021-10-18,02:00:00,15088,15090,15051.25,15069.25,7831
2021-10-18,03:00:00,15068.5,15078,15038.75,15059.5,10495
2021-10-18,04:00:00,15059.5,15094.75,15056.25,15076.5,7128
2021-10-18,05:00:00,15076.25,15087.25,15062,15070.75,6599
2021-10-18,06:00:00,15070.5,15075.5,15045.5,15069,6844
2021-10-18,07:00:00,15069.25,15122,15069,15099.5,10541
2021-10-18,08:00:00,15099.75,15104.25,15049,15066.75,17800
2021-10-18,09:00:00,15066.25,15147.75,15052,15137.75,77917
2021-10-18,10:00:00,15138,15171.5,15125.5,15168,57691
2021-10-18,11:00:00,15168.25,15217.75,15168,15207.75,43761
2021-10-18,12:00:00,15207.25,15226,15203,15219.5,23673
2021-10-18,13:00:00,15220,15252,15217,15247,24501
2021-10-18,14:00:00,15247.25,15272.25,15240.25,15266,26358
2021-10-18,15:00:00,15266.25,15294.25,15261.5,15286.25,50438
2021-10-18,16:00:00,15286.25,15297.25,15282.75,15288.75,10770
2021-10-18,18:00:00,15289.75,15294,15269,15273,3489
2021-10-18,19:00:00,15273.25,15294.75,15272.5,15292,3167
2021-10-18,20:00:00,15292.5,15316.5,15279.25,15292.75,7307
2021-10-18,21:00:00,15292,15308,15275.25,15301.75,6070
2021-10-18,22:00:00,15302.25,15304.75,15282.5,15286.25,2719
2021-10-18,23:00:00,15286.75,15299.25,15285.5,15292.25,2933
2021-10-19,00:00:00,15292.5,15293.25,15283.5,15288,1756
2021-10-19,01:00:00,15287.25,15309,15280.75,15305.75,3161
2021-10-19,02:00:00,15304.75,15332.75,15300.25,15328,7363
2021-10-19,03:00:00,15328.25,15328.5,15297.25,15311.5,7303
2021-10-19,04:00:00,15311.25,15340,15304.5,15326,9122
2021-10-19,05:00:00,15325.75,15339.5,15317.75,15332.75,3694
2021-10-19,06:00:00,15332.75,15354,15326.25,15350.25,5398
2021-10-19,07:00:00,15350.25,15367.75,15343,15356.75,8052
2021-10-19,08:00:00,15356.5,15360,15327.25,15329,10461
2021-10-19,09:00:00,15329,15357.75,15302,15322.75,80327
2021-10-19,10:00:00,15323,15376.5,15311.5,15375.75,64148
2021-10-19,11:00:00,15375.75,15386.75,15359.75,15382.75,33599
2021-10-19,12:00:00,15383,15395,15374.25,15392.75,19823
2021-10-19,13:00:00,15392.75,15397,15382.5,15394.75,17975
2021-10-19,14:00:00,15394.25,15398.5,15362.5,15376,23196
2021-10-19,15:00:00,15376,15403.75,15372,15400,43072
2021-10-19,16:00:00,15400.25,15428.25,15396.5,15410.75,15225
2021-10-19,18:00:00,15411,15412.75,15391.25,15402,3756
2021-10-19,19:00:00,15402,15415,15399.25,15409.25,2506
2021-10-19,20:00:00,15409.25,15413.75,15376,15378.25,6679
2021-10-19,21:00:00,15378.75,15388.75,15371.25,15376.25,4338
2021-10-19,22:00:00,15375.75,15383.75,15366.25,15380.75,3491
2021-10-19,23:00:00,15380.5,15390,15377.25,15387.5,2335
2021-10-20,00:00:00,15387.25,15388,15378,15381,1779
2021-10-20,01:00:00,15381.25,15386.25,15369.75,15379.75,3134
2021-10-20,02:00:00,15380.25,15381.5,15368,15374.75,4438
2021-10-20,03:00:00,15375,15411.75,15370,15378.25,11395
2021-10-20,04:00:00,15378.75,15396.5,15375,15391.25,5706
2021-10-20,05:00:00,15391,15406.75,15385,15401.75,4087
2021-10-20,06:00:00,15402.25,15413.25,15395.75,15408.25,4258
2021-10-20,07:00:00,15408.5,15412.75,15386.5,15389.5,5599
2021-10-20,08:00:00,15389.5,15421.25,15389,15412.75,11496
2021-10-20,09:00:00,15412.75,15439,15397.25,15406.25,76119
2021-10-20,10:00:00,15406,15446.5,15380,15403.5,75370
2021-10-20,11:00:00,15403.75,15422,15383.25,15419.75,49002
2021-10-20,12:00:00,15420,15421,15379,15392,30515
2021-10-20,13:00:00,15391.75,15396,15319,15354.75,51475
2021-10-20,14:00:00,15355.25,15378.75,15351.5,15372.5,29799
2021-10-20,15:00:00,15372.75,15386,15356,15383,45317
2021-10-20,16:00:00,15382.75,15388.5,15352.25,15357.75,12689
2021-10-20,18:00:00,15357.5,15364,15344.75,15348.5,2330
2021-10-20,19:00:00,15349,15355.5,15334.75,15335.75,2570
2021-10-20,20:00:00,15335.25,15346,15330.5,15340,3825
2021-10-20,21:00:00,15339.75,15362.75,15326.25,15358,5367
2021-10-20,22:00:00,15358.25,15367,15353.5,15356,2802
2021-10-20,23:00:00,15356.25,15357.5,15336.75,15336.75,2407
2021-10-21,00:00:00,15336.75,15342.75,15323.25,15331.75,4226
2021-10-21,01:00:00,15331.5,15332,15308.5,15321.75,5541
2021-10-21,02:00:00,15321.75,15337,15303.25,15310.75,5644
2021-10-21,03:00:00,15310.25,15359.75,15301,15343.5,11666
2021-10-21,04:00:00,15343.5,15346.25,15330.5,15342,4933
2021-10-21,05:00:00,15342.25,15361.5,15342,15358.75,4323
2021-10-21,06:00:00,15358.25,15361.75,15340,15343.25,4087
2021-10-21,07:00:00,15343.5,15352.75,15314.5,15317.25,7915
2021-10-21,08:00:00,15317.5,15354.75,15313.5,15338.25,14275
2021-10-21,09:00:00,15338.5,15394.25,15334,15380.25,70748
2021-10-21,10:00:00,15380.25,15440.25,15375,15428,62671
2021-10-21,11:00:00,15428,15445.75,15395.75,15415.25,53323
2021-10-21,12:00:00,15415.25,15439.75,15396.5,15435.5,35367
2021-10-21,13:00:00,15435.25,15437.75,15411.25,15417,24457
2021-10-21,14:00:00,15416.75,15440.5,15412.25,15440.5,24162
2021-10-21,15:00:00,15440.5,15483.75,15438.5,15475.25,49662
2021-10-21,16:00:00,15475.5,15482.25,15368.25,15381.25,31001
2021-10-21,18:00:00,15383,15405.75,15370.5,15400.25,7064
2021-10-21,19:00:00,15400.5,15408,15385.5,15391.75,4957
2021-10-21,20:00:00,15391.5,15419.25,15390.75,15407.25,6199
2021-10-21,21:00:00,15406.5,15419,15400,15401,4752
2021-10-21,22:00:00,15401.5,15403,15388.25,15399,4857
2021-10-21,23:00:00,15399.25,15413.5,15398.5,15408,2608
2021-10-22,00:00:00,15408.25,15411,15393.25,15401.5,2114
2021-10-22,01:00:00,15401.75,15407,15391,15396.5,2303
2021-10-22,02:00:00,15396.25,15413.25,15392.75,15412.5,4343
2021-10-22,03:00:00,15412.75,15432.75,15396.5,15419.5,10593
2021-10-22,04:00:00,15420,15434.5,15404,15426.75,5236
2021-10-22,05:00:00,15427.5,15430.75,15418.5,15430.5,2656
2021-10-22,06:00:00,15430.25,15453.5,15424.75,15447.25,5505
2021-10-22,07:00:00,15447.25,15459.25,15441,15451,5878
2021-10-22,08:00:00,15450.75,15452.25,15432.25,15436.5,10183
2021-10-22,09:00:00,15436,15458.25,15385.5,15424.5,76705
2021-10-22,10:00:00,15424.5,15463.5,15395.75,15404.75,74022
2021-10-22,11:00:00,15404.75,15414.75,15273.75,15315,108192
2021-10-22,12:00:00,15315.25,15378.5,15298,15340.5,61642
2021-10-22,13:00:00,15340.5,15355,15311.5,15313.25,40367
2021-10-22,14:00:00,15313.25,15383.5,15312,15346.75,37148
2021-10-22,15:00:00,15347,15361.25,15330,15342,51901
2021-10-22,16:00:00,15341.75,15347,15318,15324,11328
2021-10-24,18:00:00,15324.25,15337.25,15297.75,15316.75,6248
2021-10-24,19:00:00,15317.25,15327,15295.75,15305.25,3752
2021-10-24,20:00:00,15306,15338.25,15305,15333.75,5023
2021-10-24,21:00:00,15334.75,15336.5,15316.75,15330.75,4533
2021-10-24,22:00:00,15330.5,15333.75,15321.75,15331.75,2602
2021-10-24,23:00:00,15332.5,15358,15331.75,15352.75,3723
2021-10-25,00:00:00,15353,15357.25,15349.5,15353.5,1748
2021-10-25,01:00:00,15353.75,15366.25,15345,15363.5,3086
2021-10-25,02:00:00,15363.75,15384.5,15354.75,15382.75,4916
